Koppelmethode;Koppel-ID;Bron;Bronlaag;Bronveld;Bronwaarde;LGB-code_binnendijks;LGB-code_buitendijks;LGB_beschrijving;Toelichting;Documentatie
mapping;;BRP;brp_gewas;gewascode;1007;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Amaryllis, bloembollen en -knollen; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1010;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Sierui, overige bloemkwekerijgewassen; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1012;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Sierui, bloembollen en -knollen; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1013;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Blauw druifje, overige bloemkwekerijgewassen; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1015;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Blauw druifje, bloembollen en -knollen; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1019;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Valeriaan, productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1020;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Valeriaan, zaden en opkweekmateriaal; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1021;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Knoflook; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1023;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Pastinaak, productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1024;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Pastinaak, zaden en opkweekmateriaal; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1025;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Pioenroos, overige bloemkwekerijgewassen; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1026;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Pioenroos, droogbloemen; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1028;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Lavas (Maggiplant), productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1030;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Wilde marjolein (Oregano), productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1032;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Goudsbloem; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1033;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Igniscum Candy; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1034;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Kanariezaad; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1035;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Naaldaar (Setaria); Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1036;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Wortelpeterselie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1037;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Peterselie, productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1038;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Peterselie, zaden en opkweekmateriaal; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1039;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Chrysant, overige bloemkwekerijgewassen; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1042;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Angelica, productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1043;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Angelica, zaden en opkweekmateriaal; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1044;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Papaver (klaproos); Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1045;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Adonis; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1047;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Cranberry; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1048;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Echinacea (zonnehoed), productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1049;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Echinacea (zonnehoed), zaden en opkweekmateriaal; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1050;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Leeuwenbekjes; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1051;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Iris, Bolvormend; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1052;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Iris, Rhizoomvormend; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1053;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Palmen, pot- en containervelden; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1054;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Pioenroos, vermeerdering; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1067;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Bos- en haagplanten, open grond; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1068;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Buxus, open grond; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1069;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Ericaceae (Zoals erica, calluna, rododendron, azalea), open grond; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1070;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Laanbomen/parkbomen, onderstammen, open grond; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1071;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Laanbomen/parkbomen, opzetters, open grond; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1072;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Laanbomen/parkbomen, spillen, open grond; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1073;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Rozenstruiken (incl, zaailingen en onderstammen), open grond; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1074;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Sierconiferen, open grond; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1075;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Sierheesters en klimplanten, open grond; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1076;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Trek- en besheesters, open grond; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1077;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Vruchtbomen, moerbomen, open grond; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1078;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Vruchtbomen, onderstammen, open grond; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1079;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Vruchtbomen, overig, open grond; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1080;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Vaste planten, open grond; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1081;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Bos- en haagplanten, pot- en containerveld; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1082;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Buxus, pot- en containerveld; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1083;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Ericaceae (Zoals erica, calluna, rododendron, azalea), pot- en containerveld; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1084;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Laanbomen/parkbomen, onderstammen, pot- en containerveld; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1085;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Laanbomen/parkbomen, opzetters, pot- en containerveld; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1086;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Laanbomen/parkbomen, spillen, pot- en containerveld; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1087;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Rozenstruiken (incl, zaailingen en onderstammen), pot- en containerveld; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1088;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Sierconiferen, pot- en containerveld; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1089;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Sierheesters en klimplanten, pot- en containerveld; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1090;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Trek- en besheesters, pot- en containerveld; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1091;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Vruchtbomen, moerbomen, pot- en containerveld; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1092;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Vruchtbomen, onderstammen, pot- en containerveld; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1093;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Vruchtbomen, overig, pot- en containerveld; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1094;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Vaste planten, pot- en containerteelt; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1095;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Appels. Aangeplant lopende seizoen.; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1096;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Appels. Aangeplant voorafgaande aan lopende seizoen.; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1097;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Peren. Aangeplant lopende seizoen.; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1098;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Peren. Aangeplant voorafgaande aan lopende seizoen.; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1099;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Wijndruiven; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1100;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Overige pit- en steenvruchten (zoals perziken, tafeldruiven); Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1869;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Bessen, blauwe; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1870;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Pruimen; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1872;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Kersen, zuur (opbrengst bestemd voor verwerkende industrie); Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1873;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Bessen, zwarte (opbrengst verwerkt voor verwerkende industrie); Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1874;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Overig kleinfruit (zoals kruisbessen, kiwi's); Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1876;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Snijgroen; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1921;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Graszoden; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1949;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Aardperen; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2325;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Bessen, rode; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2326;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Frambozen; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2327;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Bramen; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2328;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Kersen, zoet; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2645;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Notenbomen; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2700;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Aardbeien open grond, vermeerdering; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2701;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Aardbeien open grond, wachtbed; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2702;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Aardbeien open grond, productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2703;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Aardbeien open grond, zaden en opkweekmateriaal; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2704;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Aardbeien op stellingen, vermeerdering; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2705;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Aardbeien op stellingen, wachtbed; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2706;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Aardbeien op stellingen, productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2707;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Aardbeien op stellingen, zaden en opkweekmateriaal; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2708;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Andijvie, productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2709;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Andijvie, zaden en opkweekmateriaal; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2710;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Asperges, oppervlakte die productie oplevert; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2711;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Asperges, oppervlakte die nog geen productie oplevert; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2712;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Asperges, zaden en opkweekmateriaal; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2715;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Boerenkool, productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2716;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Boerenkool, zaden en opkweekmateriaal; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2717;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Bospeen, productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2719;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Broccoli, productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2720;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Broccoli, zaden en opkweekmateriaal; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2721;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Chinese kool, productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2722;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Chinese kool, zaden en opkweekmateriaal; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2723;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Courgette, productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2724;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Courgette, zaden en opkweekmateriaal; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2725;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Knolselderij, productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2726;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Knolselderij, zaden en opkweekmateriaal; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2727;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Knolvenkel/venkel, productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2728;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Knolvenkel/venkel, zaden en opkweekmateriaal; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2729;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Komkommer, productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2730;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Komkommer, zaden en opkweekmateriaal; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2731;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Augurk, productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2732;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Augurk, zaden en opkweekmateriaal; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2733;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Meloen, productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2735;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Pompoen, productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2736;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Pompoen, zaden en opkweekmateriaal; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2737;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Koolraap, productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2739;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Koolrabi, productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2740;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Koolrabi, zaden en opkweekmateriaal; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2741;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Kroten/rode bieten, productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2742;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Kroten/rode bieten, zaden en opkweekmateriaal; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2743;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Kruiden, productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2744;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Kruiden, zaden en opkweekmateriaal; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2745;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Paksoi, productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2747;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Peulen, productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2748;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Peulen, zaden en opkweekmateriaal; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2751;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Pronkbonen, productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2752;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Pronkbonen, zaden en opkweekmateriaal; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2753;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Raapstelen, productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2754;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Raapstelen, zaden en opkweekmateriaal; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2755;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Rabarber, productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2756;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Rabarber, zaden en opkweekmateriaal; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2757;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Radijs, productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2758;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Radijs, zaden en opkweekmateriaal; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2759;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Rodekool, productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2761;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Savooiekool, productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2762;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Savooiekool, zaden en opkweekmateriaal; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2763;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Schorseneren, productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2765;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Selderij, bleek- en groen-, productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2766;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Selderij, bleek- en groen-, zaden en opkweekmateriaal; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2767;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Sla, ijsberg-, productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2768;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Sla, ijsberg-, zaden en opkweekmateriaal; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2769;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Sla, radicchio rosso, productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2771;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Sla, overig, productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2772;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Sla, overig, zaden en opkweekmateriaal; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2773;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Spinazie, productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2774;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Spinazie, zaden en opkweekmateriaal; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2775;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Spitskool, productie; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2777;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Spruitkool/spruitjes, productie; Notitie p. 9, tabel 5";
